,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YJL110C,YJL110C,0.23,1.9126,0.325700172,0.17029183899999997,2.3772,0.13701,YJL110C,1.0190000000000001,0.6489862847741755,-1.118712433898361,-1.7643865163514652,0.8663438990213415,-1.9804291326821886
YJL111W,YJL111W,0.34125,1.5283,0.059600137000000004,0.038997669,2.2176299999999998,0.026875599999999996,YJL111W,0.0,0.42481011437194055,-2.8034581251833512,-3.2189341015662545,0.7968898882719267,-3.5800035247698294
YJL116C,YJL116C,0.38799999999999996,2.1247,0.117199886,0.055160675,2.90846,0.0402962,YJL116C,1.016,0.7541011598969426,-2.135378138477609,-2.8795385001060425,1.0679674969534039,-3.1869847929335307
YJL117W,YJL117W,0.34875,1.494,0.152700265,0.102209013,2.19848,0.0694572,YJL117W,0.89,0.40212620684264966,-1.872750904301142,-2.2709990944768594,0.7882209687896197,-2.6527498457175818
YJL118W,YJL118W,0.2175,0.8814,0.301899677,0.342522891,1.32075,0.228582,YJL118W,1.0170000000000001,-0.12510981104284438,-1.1943536273080482,-1.068501529074317,0.27895661613342254,-1.4714950148224912
YJL121C,YJL121C,0.4075,1.266,0.040500053,0.031990563,2.08915,0.0193859,YJL121C,0.92,0.23665190133900194,-3.182060574637866,-3.4115337281097573,0.7372358337362805,-3.8929117935751325
YJL122W,YJL122W,0.3905,1.2927,0.119899972,0.09275158300000001,2.0815099999999997,0.0576024,YJL122W,1.005,0.25750632994171907,-2.1127917529577775,-2.367106728940839,0.7335738969680996,-2.83697962760643
YJL123C,YJL123C,0.30775,1.8353,0.217600417,0.11856395,2.45696,0.08856489999999999,YJL123C,1.001,0.6077526775429967,-1.5205097956477398,-2.12390390430685,0.8993317376184276,-2.4127917768232594
YJL124C,YJL124C,0.3375,1.2269,0.071799977,0.058521458,1.90865,0.0376182,YJL124C,0.902,0.20530539318432994,-2.6200396397136125,-2.82141839278958,0.646919979193627,-3.2540316110430965
YJL125C,YJL125C,0.31025,1.5062,0.115800376,0.07688247,2.13291,0.054292200000000006,YJL125C,0.0,0.4102536248399615,-2.14728898941511,-2.552554383521381,0.757955977669675,-2.895123429226762
YJL126W,YJL126W,0.23925,1.5666,0.208799746,0.133282105,2.04989,0.101859,YJL126W,1.014,0.4495457873433393,-1.5616017936975082,-2.007812430794186,0.7182738452775248,-2.2743961606347933
YJL129C,YJL129C,0.27325,1.6993,0.17900050399999998,0.105337788,2.25127,0.0795109,YJL129C,0.937,0.530804706081303,-1.7147956280958467,-2.241134572325979,0.8119385965188651,-2.5193626999971683
YJL130C,YJL130C,0.42525,1.2626,0.035500051,0.028116626000000002,2.12161,0.0167326,YJL130C,1.022,0.23396478994579295,-3.3104416211343937,-3.5364459277511795,0.7526464635377287,-4.032350525541181
YJL131C,YJL131C,0.2555,1.9896,0.21719995399999997,0.109167649,2.5057099999999997,0.08668200000000001,YJL131C,0.996,0.6884361008298261,-1.5223434163989542,-2.205751991605522,0.9189711363782587,-2.4340386458236027
YJL132W,YJL132W,0.255,1.5728,0.283399019,0.180187575,2.0879,0.135734,YJL132W,1.0170000000000001,0.45349307711874587,-1.257377030426089,-1.7082224583645085,0.7366376116344736,-1.989717846353448
YJL133W,YJL133W,0.21100000000000002,1.0943,0.050199968,0.045874045,1.52052,0.033014999999999996,YJL133W,1.012,0.09102829834756376,-2.97201637193687,-3.0602911682324345,0.41970983519126853,-3.380953675185113
YJL138C,YJL138C,0.7795,0.4462,0.013500008999999999,0.030255511000000002,2.0207900000000003,0.00668056,YJL138C,0.9840000000000001,-0.8047493571412476,-4.233606008866146,-3.4655595663479124,0.7039832576379437,-4.86906281781418
YJL139C,YJL139C,0.25725,1.7619999999999998,0.155600316,0.088308919,2.28165,0.06819639999999999,YJL139C,0.972,0.567016903415733,-1.8540584775475213,-2.4156539192673323,0.8253370487428067,-2.67080644083315
YJL140W,YJL140W,0.28375,1.443,0.030300161000000003,0.020998033,2.01618,0.0150285,YJL140W,0.925,0.36741704047063445,-3.4641320376792906,-3.8168022387119613,0.701700496437988,-4.1333868912867695
YJL141C,YJL141C,0.24025,1.8037,0.10960031699999999,0.060764161,2.2890099999999998,0.047881099999999996,YJL141C,1.0090000000000001,0.5903943729851153,-2.2018323237135617,-2.784432001830459,0.8285561843688407,-3.0183644602803574
YJL143W,YJL143W,0.34775,1.1153,0.017600043,0.015780546,1.8177599999999998,0.00968227,YJL143W,0.0,0.11001964503854932,-3.984591386437697,-4.087535039735859,0.5981549502043368,-4.539169921218483
YJL145W,YJL145W,0.39,1.9546,0.11590013199999999,0.059296087000000004,2.7424,0.0422623,YJL145W,1.0170000000000001,0.6706970517223533,-2.146435281334521,-2.808488069560226,1.0091980270621694,-3.1404736929727064
YJL146W,YJL146W,0.25625,1.7830000000000001,0.140800397,0.078968254,2.30063,0.06120080000000001,YJL146W,1.016,0.5788580341578177,-1.9533348651701166,-2.5261255480641314,0.8336175675810985,-2.7773874175833804
YJL147C,YJL147C,0.2605,1.5882,0.348900909,0.219683232,2.11441,0.165011,YJL147C,1.0190000000000001,0.4632307449583068,-1.0501052817267593,-1.5110269450444065,0.7492486471389893,-1.7957012277607851
YJL148W,YJL148W,0.3295,1.4027,0.209499162,0.149354219,2.06829,0.10129099999999999,YJL148W,0.941,0.3391116075581432,-1.5582736068652498,-1.8947613087507513,0.7272055532718985,-2.2799335864343084
YJL153C,YJL153C,0.31,1.815,0.093400068,0.051460092,2.4412,0.0382599,YJL153C,1.002,0.5966362801791014,-2.3602134854919585,-2.9477025508278296,0.8928992724167844,-3.2375516372588184
YJL154C,YJL154C,0.2985,1.4961,0.09290001,0.062094787,2.09907,0.0442577,YJL154C,1.011,0.4035299034736538,-2.365524786271653,-2.7631171277447573,0.7419706775071675,-3.095382457566894
YJL155C,YJL155C,0.28175,1.7134,0.068100037,0.039745557,2.28254,0.029835200000000003,YJL155C,1.013,0.5390631651772302,-2.672200012752795,-3.200408475914388,0.8257268704590605,-3.479098384423831
YJL158C,YJL158C,0.6765,1.0131,0.165800006,0.163656111,2.37963,0.06967469999999999,YJL158C,1.008,0.014001519635813392,-1.7909597530862682,-1.803896155755891,0.8673651585373156,-2.6496676201939473
YJL160C,YJL160C,0.267,1.5589,0.210900397,0.135287958,2.09824,0.100513,YJL160C,1.0290000000000001,0.44462171664268585,-1.551638940184391,-1.9929852934123136,0.7415753744641398,-2.2875684098839524
YJL161W,YJL161W,0.2215,1.4887,0.341899261,0.229662968,1.93613,0.17658900000000002,YJL161W,1.018,0.3985747574034101,-1.0703185746628578,-1.4667976468432151,0.6612074962667684,-1.7282833872791754
YJL162C,YJL162C,0.2425,1.8397,0.34099952899999997,0.185356052,2.32955,0.14637999999999998,YJL162C,1.021,0.6101459340565392,-1.0729459191134627,-1.6800961770615481,0.8461042912239827,-1.914740993643284
YJL163C,YJL163C,0.23675,1.6159999999999999,0.15790046,0.097710681,2.09424,0.0753975,YJL163C,1.004,0.48057258059496966,-1.8394773105412026,-2.3155621215790765,0.739668105285334,-2.5718053058581445
YJL164C,YJL164C,0.28525,1.6826,0.07670015200000001,0.045584305,2.25881,0.033956,YJL164C,1.021,0.5209343579142786,-2.5548980653684925,-3.0664915971563698,0.8152807389535868,-3.353665151216839
YJL165C,YJL165C,0.27,1.916,0.121500119,0.063413423,2.4614,0.049362199999999995,YJL165C,1.0070000000000001,0.6507614640635073,-2.099643277569256,-2.7424332359136745,0.9011364841024776,-2.9885143852955185
YJL166W,YJL166W,0.41425,1.2522,0.019900053,0.015892072,2.0889900000000003,0.00952616,YJL166W,0.9640000000000001,0.2257002800958995,-3.8680035841294194,-4.080910879546803,0.7371592812762778,-4.553891691710062
YJL167W,YJL167W,0.515,1.0372,0.04850006900000001,0.046760575,2.0775,0.023345400000000002,YJL167W,0.0,0.037488444410991396,-3.00578121546907,-3.041554770606779,0.7316464797105551,-3.715412359003914
YJL168C,YJL168C,0.27425,1.7548,0.12340020800000001,0.070321523,2.30879,0.053448,YJL168C,0.9590000000000001,0.5629245935099713,-2.0842514266527323,-2.6405571317564234,0.8371566113103113,-2.910509161223587
YJL170C,YJL170C,0.2775,1.1181,0.298299462,0.266791398,1.67865,0.177702,YJL170C,1.018,0.11252479084184441,-1.2063106616526635,-1.317546967226765,0.5185854383774307,-1.722035664937582
YJL171C,YJL171C,0.37875,1.367,0.111300333,0.081419409,2.1320799999999998,0.05220269999999999,YJL171C,1.0190000000000001,0.31334981920035865,-2.186578451970542,-2.4959343236868374,0.7575669446461768,-2.9336461320426723
YJL173C,YJL173C,0.27425,1.3345,0.06730011799999999,0.050430962,1.8884900000000002,0.035637,YJL173C,0.0,0.28930575356787847,-2.68384378473485,-2.967514914334278,0.6363069513880036,-3.3066966202576293
YJL174W,YJL174W,0.29925,1.4682,0.206500447,0.14064871699999998,2.07269,0.09962919999999999,YJL174W,0.0,0.3847180349633751,-1.572621785096837,-1.9544051102828122,0.729329629011723,-2.2963128049840282
YJL176C,YJL176C,0.27325,1.5321,0.279300809,0.18229933399999998,2.08407,0.134017,YJL176C,0.8809999999999999,0.4272918293342714,-1.2718919346221953,-1.6966347575309673,0.7348024278286863,-2.0023545825457854
YJL178C,YJL178C,0.315,1.3286,0.229999405,0.173114109,1.9649,0.11705399999999999,YJL178C,1.018,0.28487814511904663,-1.4653401442212366,-1.7480443958591323,0.6759501557314238,-2.1366131320771835
YJL179W,YJL179W,0.289,1.3913,0.060200042999999995,0.043268916,1.97508,0.0304798,YJL179W,0.9420000000000001,0.33095705593310265,-2.7936073868497244,-3.117472518645851,0.6811150843361065,-3.458409208693269
YJL180C,YJL180C,0.25025,1.5275,0.187100553,0.122488087,2.03301,0.0920313,YJL180C,0.912,0.4242868623487521,-1.6707786027539024,-2.0916105891052803,0.7100092140351282,-2.3748192833124193
YJL181W,YJL181W,0.2305,1.6827,0.541799485,0.321982222,2.14831,0.252198,YJL181W,1.004,0.520993752681617,-0.6110152998059557,-1.1301579975219287,0.7651468603978853,-1.3735834876374673
YJL183W,YJL183W,0.3295,1.4976,0.12429992599999999,0.08299941599999999,2.16319,0.0574614,YJL183W,0.888,0.40453133894807325,-2.077045007662891,-2.476945432543944,0.7720461574996941,-2.8393885715871545
YJL184W,YJL184W,0.2005,1.6974,0.13540004,0.079769082,2.10241,0.0644023,YJL184W,0.9570000000000001,0.5296866314069092,-1.9921632403176863,-2.516161035198563,0.7435598372999633,-2.727197852941652
YJL185C,YJL185C,0.23225,1.6223,0.250300553,0.154287464,2.09145,0.11967799999999999,YJL185C,1.015,0.4844611143346622,-1.3811056338779089,-1.8624772732704293,0.7383356282334019,-2.114629437582998
YJL186W,YJL186W,0.29825,1.5727,0.218200003,0.138742292,2.17517,0.100314,YJL186W,1.0170000000000001,0.4534295346246816,-1.5177707102221454,-1.9679553241031191,0.7775664509420973,-2.289530673920336
YJL192C,YJL192C,0.2825,1.4541,0.12499996599999999,0.085963803,2.02475,0.061736,YJL192C,1.0070000000000001,0.3750746267840958,-2.0714736418719655,-2.442263304374742,0.7059400023586976,-2.768819833432161
YJL193W,YJL193W,0.24925,1.516,0.158200384,0.104353815,2.0194900000000002,0.07833680000000001,YJL193W,1.001,0.41673470036639515,-1.837591593514462,-2.2504309267630154,0.7033400562541611,-2.534053197454487
YJL194W,YJL194W,0.26875,1.5622,0.121300393,0.07764716,2.10508,0.0576227,YJL194W,0.0,0.4467350023063812,-2.1012750228845247,-2.5427837594750087,0.7448283996949605,-2.8366332853946865
YJL196C,YJL196C,0.308,1.6091,0.19859999,0.123423025,2.23126,0.089008,YJL196C,1.021,0.47629628886875575,-1.6114399652049751,-2.0840680273793697,0.8030145251901247,-2.4078567237133663
YJL201W,YJL201W,0.2845,1.3542,0.10460004,0.077241205,1.9288900000000002,0.054228099999999994,YJL201W,1.0290000000000001,0.3039490449156529,-2.248096528922169,-2.547958852044931,0.657463006473875,-2.8962833972541264
YJL203W,YJL203W,0.2485,1.7184,0.36990032,0.215258566,2.22037,0.166594,YJL203W,0.0,0.5419753927582065,-0.9918219317207199,-1.5312805223939718,0.7981241226628404,-1.7862108910976457
YJL207C,YJL207C,0.281,1.6173,0.17240002,0.10659742800000001,2.18492,0.0789045,YJL207C,1.0170000000000001,0.4813762155407026,-1.7521540992954485,-2.2293585348858675,0.7820367925613474,-2.5269231073953415
YJL208C,YJL208C,0.28325,1.3948,0.10130033199999999,0.072627138,1.96697,0.051500699999999996,YJL208C,1.022,0.33346772760091414,-2.2798423606730287,-2.6087415983827755,0.6770025546114332,-2.9469287761401137
YJL209W,YJL209W,0.28600000000000003,1.4765,0.180399957,0.122180804,2.05422,0.0878192,YJL209W,0.9620000000000001,0.39035147029811607,-1.7070509783463328,-2.0941020517109314,0.720382898179188,-2.421152436139154
YJL210W,YJL210W,0.2015,1.5711,0.23029982899999998,0.146585086,1.97813,0.116423,YJL210W,1.0270000000000001,0.45241230521533105,-1.4640404490446277,-1.9133504152814227,0.6826573542052461,-2.1419724793623067
YJL212C,YJL212C,0.342,1.3321,0.059699994000000006,0.04481645099999999,2.02294,0.0295115,YJL212C,1.033,0.2875070571374942,-2.801811679763477,-3.083112060216313,0.7050461067170444,-3.4896516172536227
YJR001W,YJR001W,0.2665,1.6396,0.080200094,0.048914427,2.17793,0.036824,YJR001W,1.005,0.4950620285865124,-2.510838874179707,-2.9974451997748144,0.7788339306185666,-3.274811457198504
YJR003C,YJR003C,0.272,1.6377,0.31939899,0.195028998,2.1871400000000003,0.146035,YJR003C,1.023,0.4939032445700412,-1.1381882161025145,-1.629492681715399,0.7830518678875296,-1.9170846253054783
YJR004C,YJR004C,0.2935,1.5204,0.46659945,0.306892561,2.11327,0.220795,YJR004C,1.013,0.41963096358106367,-0.760143225603906,-1.1780043847852524,0.7487095992547029,-1.5060017471513434
YJR006W,YJR006W,0.29725,1.5752,0.15990026699999998,0.101511089,2.17565,0.07349539999999999,YJR006W,0.0,0.45501688693741205,-1.8269705655693902,-2.277784300889435,0.7777869976230746,-2.5970179004693654
YJR007W,YJR007W,0.493,0.9003,0.017500002,0.019437967,1.8961599999999998,0.00922918,YJR007W,0.0,-0.10391711341977297,-3.9899844387897554,-3.8903609804328205,0.640358031096727,-4.582510858634035
YJR008W,YJR008W,0.26475,1.3267,0.139300326,0.104997608,1.8615,0.0748323,YJR008W,1.0070000000000001,0.28344812191971924,-1.9639699682841192,-2.2443387511624224,0.6219196712715774,-2.579230955725708
YJR010C-A,YJR010C-A,0.2365,1.0317,0.155700723,0.150916665,1.5094299999999998,0.103152,YJR010C-A,0.995,0.0321767316952212,-1.8534175157188721,-1.8844231650624015,0.41239437849998195,-2.2619039083870414
YJR010W,YJR010W,0.4315,1.0987,0.049800091,0.045326377,1.97033,0.025275,YJR010W,1.0170000000000001,0.09503741533475163,-2.9798571330607224,-3.0720437824818436,0.678708441857804,-3.639137362219122
YJR011C,YJR011C,0.28425,1.6116,0.175400467,0.108836229,2.1857900000000003,0.0802458,YJR011C,1.016,0.47784778326878447,-1.7349984880206601,-2.20876484986705,0.7824347151363548,-2.510276151416076
YJR013W,YJR013W,0.245,1.3653,0.172399988,0.126272605,1.8602,0.09267819999999999,YJR013W,0.0,0.312106356362305,-1.7521542838398503,-2.0614239968919046,0.6212214409883564,-2.3678897742239853
YJR014W,YJR014W,0.35975,1.5974,0.073600064,0.046074910999999996,2.3241,0.0316682,YJR014W,0.9790000000000001,0.4690031289121519,-2.5956139138639425,-3.0560150950408143,0.8437630488670719,-3.4213531513057545
YJR015W,YJR015W,0.28425,1.8126,0.26530125600000004,0.146365031,2.38679,0.111154,YJR015W,1.0090000000000001,0.5953138202111821,-1.3231270696882058,-1.914842566178448,0.8703682519649412,-2.1878823521338986
YJR016C,YJR016C,0.512,0.8712,0.021600067999999997,0.024793466,1.9054400000000002,0.011336,YJR016C,0.0,-0.13673652357347102,-3.789802363858866,-3.657634074943188,0.6452376285377955,-4.395233462161164
YJR022W,YJR022W,0.24100000000000002,1.4683,0.184000058,0.12531503,1.95512,0.0941119,YJR022W,0.0,0.38478609689976345,-1.6873991403903479,-2.068976254330616,0.6709629194240616,-2.352701185818489
YJR024C,YJR024C,0.25575,1.5011,0.113900294,0.07587788599999999,2.01772,0.05645,YJR024C,1.022,0.4068641290218717,-2.163690535383964,-2.5655370120967036,0.702463647197294,-2.8568402746873724
YJR032W,YJR032W,0.29975,1.5253,0.188400435,0.123516971,2.1308,0.0884177,YJR032W,0.851,0.42284650593893924,-1.6638918015062918,-2.08331325911417,0.7569666932728992,-2.414436629822243
YJR042W,YJR042W,0.2865,1.3686,0.143000036,0.10448636300000001,1.94733,0.0734339,YJR042W,0.0,0.31451872640534057,-1.9379417294061676,-2.2491735950844025,0.6669725953904722,-2.5978437957565355
YJR043C,YJR043C,0.2855,2.3274,0.251499992,0.10806049300000001,2.9041099999999997,0.0866014,YJR043C,0.905,0.8451813364154434,-1.3763440619498912,-2.2158525690469784,1.066471255335694,-2.434958299432338
YJR044C,YJR044C,0.3225,1.2506,0.047400037,0.037901837,1.90205,0.0249205,YJR044C,0.9990000000000001,0.22442273281258987,-3.0282547007970333,-3.246713805822352,0.6434578622725798,-3.652721117560658
YJR049C,YJR049C,0.248,1.5648,0.076899982,0.049143649000000005,2.06576,0.037226,YJR049C,1.003,0.44839687549167667,-2.5523295571709297,-2.992863412673485,0.7259821636535183,-3.264239366619731
YJR050W,YJR050W,0.23025,1.8589,0.188200421,0.101242897,2.32401,0.0809809,YJR050W,0.9740000000000001,0.620522722838944,-1.6649483972082724,-2.2804039534648344,0.8437243401053388,-2.5012689856788195
YJR052W,YJR052W,0.271,1.8691,0.18430000600000002,0.09860360900000001,2.4165200000000002,0.07626669999999999,YJR052W,1.01,0.6259919053725371,-1.685779113310899,-2.3065568801082947,0.8827422213203984,-2.5604922053383037
YJR053W,YJR053W,0.2685,1.8263,0.227000068,0.12429506,2.3686700000000003,0.0958344,YJR053W,1.015,0.6028394675284116,-1.4784093517821266,-2.0770838432364056,0.8627507049458515,-2.334752975928417
YJR056C,YJR056C,0.2195,2.0793,0.25550056600000004,0.122878164,2.5226900000000003,0.101281,YJR056C,0.993,0.7325121140821998,-1.360624407746067,-2.088456744781281,0.9257221162166842,-2.280031351524428
YJR057W,YJR057W,0.26875,1.5553,0.160900402,0.103452969,2.0981799999999997,0.0766857,YJR057W,0.0,0.4423112092288271,-1.820773935287424,-2.259018366299775,0.741546792283222,-2.5550840797302334
YJR059W,YJR059W,0.29875,1.6523,0.13740023699999998,0.083156955,2.25578,0.06091030000000001,YJR059W,0.998,0.5027732905751623,-1.9776055233722885,-2.4750717117309384,0.8139390185607445,-2.782068715718915
YJR060W,YJR060W,0.27625,1.7878,0.22500051899999998,0.125853294,2.34583,0.0959151,YJR060W,0.903,0.581545003978643,-1.4872179832523111,-2.0647240255956403,0.8530654813524428,-2.333919941472413
YJR061W,YJR061W,0.26775,1.8584,0.260401285,0.140121225,2.39926,0.10853399999999999,YJR061W,1.022,0.6202538550396205,-1.3416985619663018,-1.9581360062057762,0.8755770648196014,-2.211520275638334
YJR062C,YJR062C,0.25975,1.9035,0.247100917,0.129813983,2.4282,0.101763,YJR062C,1.0170000000000001,0.6442195069365216,-1.393919692200926,-2.0339789420031043,0.8875619850412831,-2.275329912927594
YJR063W,YJR063W,0.36275,1.2693,0.019900056,0.015677977,2.0020599999999997,0.00993979,YJR063W,0.8440000000000001,0.23925309304727796,-3.868003440589124,-4.093666172380532,0.6946760113024358,-4.515348677784972
YJR064W,YJR064W,0.3875,1.0754,0.022900026,0.021294427,1.85815,0.0123241,YJR064W,0.0,0.0736221398706135,-3.733875732179155,-3.8034185420627513,0.6201193940263886,-4.318180853425191
YJR066W,YJR066W,0.271,1.5689,0.064000056,0.040792947999999996,2.11632,0.030241200000000003,YJR066W,1.01,0.4510119230641347,-2.7333671475484094,-3.175027661818216,0.7501511380276781,-3.4660175424564517
YJR068W,YJR068W,0.31925,1.5254,0.052600017,0.034482768999999996,2.17029,0.0242364,YJR068W,0.0,0.422912021711885,-2.926205893741252,-3.3387080806175975,0.7753214609711295,-3.679467882226706
YJR069C,YJR069C,0.3305,1.7966,0.09389995400000001,0.052265365,2.46421,0.0381055,YJR069C,1.0090000000000001,0.5864524418889823,-2.354932058087131,-2.932468971412651,0.9022769965637304,-3.2414921569215682
YJR070C,YJR070C,0.551,0.9284,0.024900016,0.026820353999999998,2.04142,0.012197399999999999,YJR070C,0.981,-0.0732160623312591,-3.653511692516218,-3.581987367909279,0.7141353792982885,-4.32773543848786
YJR072C,YJR072C,0.31475,1.4457,0.044000204,0.030435224,2.0815,0.0211387,YJR072C,0.0,0.3692851006534074,-3.1010882558887594,-3.459826231357327,0.7335690950588607,-3.8104280706794107
YJR073C,YJR073C,0.3435,1.3559999999999999,0.073200038,0.053982329,2.04987,0.0357096,YJR073C,1.002,0.3052763808527319,-2.6009906166795536,-2.900743436283739,0.71826409336615,-3.304716977746324
